"folioviv","foliohog","numren","sexo","edad","disc1","hablaind","alfabetism","asis_esc"
"1405081803","1","04","1",23,"8","2","1","1"
"1405081804","1","01","1",47,"8","2","1","2"
"1405081804","1","02","2",42,"8","2","1","2"
"1405081804","1","03","1",8,"8","2","1","1"
"1405081805","1","01","1",44,"8","2","1","2"
"1405081805","1","02","2",38,"8","2","1","2"
"1405081805","1","03","2",15,"8","2","1","1"
"1405081805","1","04","2",13,"8","2","1","1"
"1405081806","1","01","1",28,"8","2","1","2"
"1405081806","1","02","2",29,"8","2","1","2"
"1405081806","1","03","1",13,"8","2","1","2"
"1405176401","1","01","1",57,"8","2","1","2"
"1405176401","1","02","2",48,"8","2","1","2"
"1405176401","1","03","2",13,"8","2","1","1"
"1405176401","1","04","2",10,"8","2","1","1"
"1405176403","1","01","1",46,"8","2","1","2"
"1405176403","1","02","1",26,"8","2","1","2"
"1405176404","1","01","1",41,"8","2","1","2"
"1405176404","1","02","2",41,"8","2","1","2"
"1405176404","1","03","2",15,"3","2","1","2"
"1405176404","1","04","2",13,"8","2","1","1"
"1405176404","1","05","2",11,"8","2","1","1"
"1405176405","1","01","2",24,"8","2","1","2"
"1405176405","1","02","1",26,"8","2","1","2"
"1405176405","1","03","1",7,"8","2","1","1"
"1405176405","1","04","1",2,"8","","",""
"1405176405","2","01","2",36,"8","2","1","2"
"1405176405","2","02","1",8,"8","2","1","1"
"1405176405","3","01","1",58,"8","2","1","2"
"1405176405","3","02","2",56,"8","2","1","2"
"1405176406","1","01","2",33,"8","2","1","2"
"1405176406","1","02","1",35,"8","2","1","2"
"1405176406","1","03","2",10,"3","2","1","1"
"1405176406","1","04","1",4,"8","2","2","1"
"1405274001","1","01","1",50,"8","2","1","2"
"1405274001","1","02","2",48,"8","2","1","2"
"1405274001","1","03","1",24,"8","2","1","2"
"1405274001","1","04","1",22,"8","2","1","2"
"1405274001","1","05","1",16,"8","2","1","2"
"1405274004","1","01","2",31,"8","1","1","2"
"1405274004","1","02","1",33,"8","1","1","2"
"1405274004","1","03","1",49,"8","1","1","2"
"1405274004","1","04","1",4,"8","1","2","1"
"1405274005","1","01","1",41,"8","2","1","2"
"1405274005","1","02","2",43,"8","2","1","2"
"1405274005","1","03","1",15,"8","2","1","2"
"1405274006","1","01","1",49,"8","2","1","2"
"1405274006","1","02","2",27,"8","2","1","2"
"1405274006","1","03","1",9,"8","2","1","2"
"1405274006","1","04","2",8,"8","2","1","2"
"1405274006","1","05","2",6,"8","2","2","2"
"1405343601","1","01","2",40,"8","2","1","2"
"1405343601","1","02","2",11,"8","2","1","1"
"1405343602","1","01","1",46,"8","2","1","2"
"1405343602","1","02","2",47,"8","2","1","2"
"1405343603","1","01","1",72,"8","2","1","2"
"1405343603","1","02","2",42,"1","2","1","2"
"1405343603","1","03","2",11,"8","2","1","1"
"1405343603","1","04","2",10,"8","2","1","1"
"1405343603","1","05","1",5,"8","2","2","1"
"1405343604","1","01","1",39,"8","2","1","2"
"1405343604","1","02","2",34,"8","2","1","2"
"1405343604","1","03","1",18,"8","2","1","1"
"1405343604","1","04","1",10,"8","2","1","1"
"1405343605","1","01","1",23,"8","2","1","2"
"1405343605","1","02","2",22,"8","2","1","2"
"1405343606","1","01","1",27,"8","2","1","2"
"1405343606","1","02","2",26,"8","2","1","2"
"1405343606","1","03","2",9,"8","2","1","1"
"1405343606","1","04","1",7,"8","2","1","1"
"1405383702","1","01","1",28,"8","2","1","2"
"1405383702","1","02","2",23,"8","2","1","2"
"1405383702","1","03","1",4,"8","2","2","1"
"1405383703","1","01","2",68,"1","2","2","2"
"1405383704","1","01","2",41,"8","2","1","2"
"1405383704","1","02","1",16,"8","2","1","2"
"1405383704","1","03","1",15,"8","2","1","1"
"1405383705","1","01","1",56,"8","2","1","2"
"1405383705","1","02","2",54,"8","2","1","2"
"1405393202","1","01","1",38,"8","2","1","2"
"1405393202","1","02","2",37,"8","2","1","2"
"1405393202","1","03","2",14,"8","2","1","1"
"1405393202","1","04","2",6,"8","2","2","1"
"1405393203","1","01","1",26,"8","2","1","2"
"1405393203","1","02","2",23,"8","2","1","2"
"1405393203","1","03","1",3,"8","2","2","2"
"1405393203","1","04","1",5,"8","2","2","1"
"1405393204","1","01","1",45,"1","2","1","2"
"1405393204","1","02","2",44,"8","2","1","2"
"1405393204","1","03","1",32,"8","2","1","2"
"1405393204","1","04","1",24,"8","2","1","2"
"1405393205","1","01","1",53,"8","2","1","2"
"1405393205","1","02","2",50,"8","2","1","2"
"1405393205","1","03","1",33,"8","2","1","2"
"1405393205","1","04","2",27,"8","2","1","2"
"1405393205","1","05","2",16,"8","2","1","2"
"1405393205","1","06","2",10,"8","2","1","1"
"1405393205","1","07","2",7,"8","2","1","1"
"1405398402","1","01","1",61,"8","2","1","2"
"1405398402","1","02","2",54,"8","2","1","2"
"1405398402","1","03","2",29,"1","2","2","2"
"1405398402","1","04","1",22,"8","2","1","2"
"1405398402","1","05","1",20,"8","2","1","1"
"1405398405","1","01","1",69,"8","2","1","2"
"1405398405","1","02","2",62,"8","2","1","2"
"1405398406","1","01","1",25,"8","2","1","2"
"1405450002","1","01","1",42,"8","2","1","2"
"1405450002","1","02","2",41,"8","2","1","2"
"1405450002","1","03","1",22,"8","2","1","2"
"1405450002","1","04","1",19,"8","2","1","2"
"1405450002","1","05","2",13,"8","2","1","1"
"1405450002","1","06","2",5,"8","2","2","1"
"1405450003","1","01","1",32,"8","2","1","2"
"1405450003","1","02","2",24,"8","2","1","2"
"1405450003","1","03","2",2,"8","","",""
"1405450003","1","04","1",0,"8","","",""
"1405450004","1","01","1",22,"8","2","1","2"
"1405450004","1","02","2",23,"8","2","1","2"
"1405450005","1","01","2",47,"8","2","1","2"
"1405450005","1","02","1",26,"8","2","1","2"
"1405450005","1","03","2",23,"8","2","1","2"
"1405450006","1","01","1",40,"8","2","1","2"
"1405450006","1","02","2",38,"8","2","1","2"
"1405450006","1","03","1",13,"8","2","1","1"
"1405450006","1","04","2",6,"8","2","1","1"
"1405450006","1","05","2",4,"8","2","2","1"
"1405459601","1","01","1",25,"8","2","1","2"
"1405459601","1","02","2",23,"8","2","1","2"
"1405459601","1","03","2",5,"8","2","2","1"
"1405459602","1","01","2",66,"1","2","1","2"
"1405459602","1","02","1",45,"8","2","1","2"
"1405459602","1","03","1",37,"8","2","1","2"
"1405459602","1","04","2",18,"8","2","1","1"
"1405459604","1","01","2",51,"8","2","1","2"
"1405459604","1","02","2",26,"8","2","1","2"
"1405459604","1","03","1",24,"8","2","1","2"
"1405459605","1","01","1",58,"8","2","1","2"
"1405459605","1","02","2",55,"8","2","1","2"
"1405459605","1","03","2",23,"8","2","1","2"
"1405459605","1","04","1",3,"8","2","2","1"
"1405459606","1","01","2",63,"8","2","1","2"
"1405459606","1","02","2",40,"8","2","1","2"
"1405459606","1","03","1",28,"8","2","1","2"
"1405459606","1","04","1",16,"8","2","1","2"
"1405460701","1","01","1",54,"8","2","1","2"
"1405460701","1","02","2",52,"8","2","1","2"
"1405460701","1","03","1",27,"8","2","1","2"
"1405460701","1","04","1",29,"8","2","1","2"
"1405460701","1","05","1",25,"8","2","1","2"
"1405460702","1","01","2",46,"8","2","1","2"
"1405460702","1","02","1",24,"8","2","1","2"
"1405460702","1","03","2",18,"8","2","1","2"
"1405460702","1","04","1",10,"8","2","1","1"
"1405460702","1","05","2",3,"8","2","2","1"
"1405460704","1","01","2",75,"8","2","1","2"
"1405460704","1","02","1",52,"7","2","1","2"
"1405460705","1","01","1",66,"8","2","1","2"
"1405462201","1","01","1",51,"8","2","1","2"
"1405462201","1","02","2",37,"8","2","1","2"
"1405462201","1","03","1",16,"8","2","1","1"
"1405462201","1","04","2",11,"8","2","1","1"
"1405462202","1","01","1",28,"8","2","1","2"
"1405462202","1","02","2",27,"8","2","1","2"
"1405462202","1","03","1",6,"8","2","1","1"
"1405462203","1","01","1",67,"8","2","1","2"
"1405462203","1","02","2",56,"1","2","1","2"
"1405462204","1","01","1",60,"8","2","1","2"
"1405462204","1","02","2",56,"8","2","1","2"
"1405462204","1","03","2",25,"8","2","1","2"
"1405462204","1","04","1",18,"8","2","1","2"
"1405462204","1","05","2",2,"8","","",""
"1405462205","1","01","1",56,"8","2","1","2"
"1405462205","1","02","2",64,"1","2","1","2"
"1405462205","1","03","1",29,"8","2","1","2"
"1405462206","1","01","1",60,"1","2","1","2"
"1405462206","1","02","2",57,"1","2","1","2"
"1405466501","1","01","1",67,"4","2","1","2"
"1405466501","1","02","2",36,"8","2","1","2"
"1405466501","1","03","1",8,"8","2","1","1"
"1405466501","1","04","2",7,"6","2","1","1"
"1405466505","1","01","2",61,"8","2","1","2"
"1405466505","1","02","2",35,"8","2","1","2"
"1405466505","1","03","1",29,"8","2","1","2"
"1405466505","1","04","2",18,"8","2","1","2"
"1405466505","1","05","1",12,"8","2","1","1"
"1405466505","1","06","1",19,"8","2","1","1"
"1405470301","1","01","1",37,"8","2","1","2"
"1405470301","1","02","2",37,"8","2","1","2"
"1405470301","1","03","2",17,"8","2","1","1"
"1405470301","1","04","2",12,"8","2","1","1"
"1405470301","1","05","2",5,"8","2","1","1"
"1405470302","1","01","1",32,"8","2","1","2"
"1405470302","1","02","2",30,"8","2","1","2"
"1405470302","1","03","1",11,"4","2","1","1"
"1405470302","1","04","1",8,"4","2","1","1"
"1405470305","1","01","2",58,"8","2","1","2"
"1405470305","1","02","2",30,"8","2","1","2"
"1405470305","1","03","1",60,"8","2","1","2"
"1405470305","1","04","1",26,"8","2","1","2"
"1405470306","1","01","1",57,"8","2","1","2"
"1405560801","1","01","1",48,"8","2","1","2"
"1405560801","1","02","2",47,"8","2","1","2"
"1405560801","1","03","2",19,"8","2","1","2"
"1405560801","1","04","2",16,"8","2","1","1"
"1405560802","1","01","1",44,"8","2","1","2"
"1405560802","1","02","2",44,"1","2","1","2"
"1405560803","1","01","2",35,"8","2","1","2"
"1405560803","1","02","2",12,"8","2","1","1"
"1405560803","1","03","1",10,"8","2","1","1"
"1405560803","1","04","2",6,"8","2","2","1"
"1405560804","1","01","1",55,"8","2","1","2"
"1405560804","1","02","2",50,"8","2","1","2"
"1405560805","1","01","1",45,"8","2","1","2"
"1405560805","1","02","2",44,"8","2","1","2"
"1405560805","1","03","2",20,"8","2","1","1"
"1405560805","1","04","2",12,"8","2","1","1"
"1405560805","1","05","1",7,"8","2","1","1"
"1405695401","1","01","1",39,"8","2","1","2"
"1405695401","1","02","2",35,"8","2","1","1"
"1405695401","1","03","2",5,"8","2","1","1"
"1405695401","1","04","2",4,"8","2","2","1"
"1405695402","1","01","1",49,"8","2","1","2"
"1405695402","1","02","2",52,"8","2","1","2"
"1405695402","1","03","2",16,"8","2","1","1"
"1405695404","1","01","1",68,"8","2","1","2"
"1405695404","1","02","1",22,"8","2","1","2"
"1405695405","1","01","1",54,"8","2","1","2"
"1405695405","1","02","2",52,"8","2","1","2"
"1405695405","1","03","2",24,"8","2","1","2"
"1405695405","1","04","2",17,"8","2","1","1"
"1405695406","1","01","2",46,"8","2","1","2"
"1405695406","1","02","2",18,"8","2","1","1"
"1405695406","1","03","2",12,"8","2","1","1"
"1405695406","1","04","1",10,"8","2","1","1"
"1405700001","1","01","1",38,"8","2","1","2"
"1405700006","1","01","1",52,"8","2","1","2"
"1405700006","1","02","2",51,"8","2","1","2"
"1405700006","1","03","1",23,"8","2","1","1"
"1405700006","1","04","1",10,"8","2","1","1"
"1405706601","1","01","1",37,"8","2","1","2"
"1405706601","1","02","2",35,"8","2","1","2"
"1405706601","1","03","1",16,"8","2","1","1"
"1405706601","1","04","1",10,"8","2","1","1"
"1405706601","1","05","2",6,"8","2","1","1"
"1405706602","1","01","1",45,"8","2","1","2"
"1405706602","1","02","2",39,"8","2","1","2"
"1405706602","1","03","1",15,"8","2","1","1"
"1405706602","1","04","2",12,"8","2","1","1"
"1405706605","1","01","1",29,"8","2","1","2"
"1405706605","1","02","2",28,"8","2","1","2"
"1405706605","1","03","1",8,"8","2","1","1"
"1405706605","1","04","1",1,"8","","",""
"1405706606","1","01","1",37,"8","2","1","2"
"1405706606","1","02","2",32,"8","2","1","2"
"1405706606","1","03","1",13,"8","2","1","1"
"1405712501","1","01","1",72,"1","2","1","2"
"1405712502","1","01","2",49,"8","2","1","2"
"1405712502","1","02","1",21,"1","2","2","2"
"1405712502","1","03","2",18,"8","2","1","2"
"1405712502","1","04","1",16,"8","2","2","2"
"1405712502","1","05","1",12,"8","2","2","2"
"1405712504","1","01","1",36,"8","2","1","2"
"1405712505","1","01","1",48,"8","2","1","2"
"1405712505","1","02","2",48,"8","2","1","2"
"1405712505","1","03","1",26,"8","2","1","1"
"1405712505","1","04","2",19,"8","2","1","1"
"1405712505","1","05","2",11,"8","2","1","1"
"1405712506","1","01","1",43,"1","2","1","2"
"1405713703","1","01","1",44,"8","2","1","2"
"1405713703","1","02","2",39,"8","2","1","2"
"1405713703","1","03","1",9,"8","2","1","1"
"1405713703","1","04","1",7,"8","2","1","1"
"1405713704","1","01","1",64,"8","2","1","2"
"1405713704","1","02","2",62,"8","2","1","2"
"1405713704","1","03","2",26,"8","2","1","2"
"1405713704","1","04","1",26,"8","2","1","2"
"1405713704","1","05","1",4,"8","2","2","1"
"1405713705","1","01","1",68,"8","2","1","2"
"1405713705","1","02","2",60,"8","2","1","2"
"1405713705","1","03","1",24,"8","2","1","2"
"1405713705","1","04","2",21,"8","2","1","1"
"1405713706","1","01","1",45,"8","2","1","2"
"1405713706","1","02","2",39,"8","2","1","2"
"1405713706","1","03","2",69,"1","2","1","2"
"1405713706","1","04","1",72,"1","2","1","2"
"1405844301","1","01","2",50,"8","2","1","2"
"1405844301","1","02","1",20,"8","2","1","2"
"1405844301","1","03","2",19,"8","2","1","2"
"1405844301","1","04","1",17,"8","2","2","2"
"1405844301","2","01","2",30,"8","2","1","2"
"1405844301","2","02","1",16,"8","2","1","2"
"1405844302","1","01","1",54,"8","2","1","2"
"1405844302","1","02","2",52,"8","2","1","2"
"1405844302","1","03","1",29,"8","2","1","1"
"1405844302","1","04","2",24,"8","2","1","2"
"1405844302","1","05","2",22,"8","2","1","2"
"1405844303","1","01","1",57,"1","2","1","2"
"1405844303","1","02","2",50,"1","2","2","2"
"1405844303","1","03","1",23,"8","2","1","2"
"1405844303","1","04","2",67,"1","2","2","2"
"1405844304","1","01","1",60,"1","2","1","2"
"1405844304","1","02","2",37,"8","2","1","2"
"1405844304","1","03","1",16,"8","2","1","1"
"1405844304","1","04","1",12,"8","2","1","1"
"1405844305","1","01","1",38,"8","2","1","2"
"1405878901","1","01","2",62,"1","2","1","2"
"1405878906","1","01","2",60,"8","2","1","2"
"1405969901","1","01","1",40,"8","2","1","2"
"1405969901","1","02","2",42,"8","2","1","2"
"1405969901","1","03","2",19,"8","2","1","1"
"1405969901","1","04","1",15,"8","2","1","1"
"1405969901","1","05","2",0,"8","","",""
"1405969901","2","01","1",20,"8","2","1","2"
"1405969901","2","02","2",19,"8","2","1","2"
"1405969902","1","01","1",38,"8","2","1","2"
"1405969902","1","02","2",38,"8","2","1","2"
"1405969902","1","03","2",19,"8","2","1","1"
"1405969902","1","04","2",19,"8","2","1","1"
"1405969902","1","05","2",14,"8","2","1","1"
"1405969902","1","06","2",12,"8","2","1","1"
"1405969902","1","07","1",11,"8","2","1","1"
"1405969903","1","01","2",21,"8","2","1","2"
"1405969903","1","02","2",1,"8","","",""
"1405969903","1","03","2",4,"8","2","2","1"
"1405969904","1","01","1",62,"8","2","1","2"
"1405969905","1","01","1",43,"8","2","1","2"
"1405969905","1","02","2",42,"8","2","1","2"
"1405969905","1","03","2",16,"8","2","1","1"
"1405969905","1","04","1",6,"8","2","2","1"
"1405969905","1","05","1",2,"8","","",""
"1405969906","1","01","2",46,"8","1","1","2"
"1405969906","1","02","2",15,"8","1","1","1"
"1405988802","1","01","1",38,"8","2","1","2"
"1405988802","1","02","2",34,"8","2","1","2"
"1405988802","1","03","2",6,"8","2","1","1"
"1405988802","1","04","1",3,"8","2","2","2"
"1405988803","1","01","1",45,"8","2","1","2"
"1405988803","1","02","2",48,"8","2","1","2"
"1405988803","1","03","1",19,"8","2","1","1"
"1405988803","1","04","2",14,"8","2","1","1"
"1405988804","1","01","1",55,"8","2","1","2"
"1405988804","1","02","2",53,"8","2","1","2"
"1405988804","1","03","2",26,"8","2","1","2"
"1405988804","1","04","2",4,"8","2","2","1"
"1405988806","1","01","2",58,"1","2","1","2"
"1405988806","1","02","1",32,"8","2","1","2"
"1405988806","1","03","1",59,"8","2","1","2"
"1405988806","1","04","2",17,"8","2","2","2"
"1405991402","1","01","1",36,"8","2","1","2"
"1405991402","1","02","2",40,"8","2","1","2"
"1405991403","1","01","2",46,"1","2","1","2"
"1405991403","1","02","1",30,"8","2","1","2"
"1405991403","1","03","2",27,"8","2","1","2"
"1405991403","1","04","2",21,"8","2","1","2"
"1405991403","1","05","1",26,"8","2","1","2"
"1405991403","1","06","2",14,"8","2","1","2"
"1405991403","1","07","1",9,"8","2","1","1"
"1405991403","1","08","2",7,"8","2","1","1"
"1405991403","1","09","2",4,"8","2","2","1"
"1405991403","1","10","2",27,"8","2","1","2"
"1405991404","1","01","1",43,"8","2","1","2"
"1405991404","1","02","2",42,"8","2","1","2"
"1405991404","1","03","2",17,"8","2","1","1"
"1405991404","1","04","1",14,"8","2","1","1"
"1405991404","1","05","2",13,"8","2","1","1"
"1405991404","1","06","2",1,"8","","",""
"1405991405","1","01","1",49,"8","2","1","2"
"1405991405","1","02","2",53,"8","2","1","2"
"1405991406","1","01","1",32,"8","2","1","2"
"1405991406","1","02","2",25,"8","2","1","2"
"1405991406","1","03","1",8,"8","2","1","1"
"1405991406","1","04","1",7,"8","2","1","1"
"1406017001","1","01","1",40,"8","2","1","2"
"1406017001","1","02","2",45,"8","2","1","2"
"1406017001","1","03","1",18,"8","2","1","2"
"1406017001","1","04","2",11,"8","2","1","1"
"1406017001","1","05","1",6,"8","2","2","1"
"1406017002","1","01","2",54,"8","2","1","2"
"1406017002","1","02","1",33,"8","2","1","2"
"1406017002","1","03","2",30,"8","2","1","2"
"1406017002","1","04","2",14,"8","2","1","2"
"1406017002","1","05","2",12,"8","2","1","1"
"1406017002","1","06","1",8,"8","2","1","1"
"1406017003","1","01","2",33,"8","2","1","2"
"1406017003","1","02","1",36,"8","2","1","2"
"1406017003","1","03","1",10,"8","2","1","1"
"1406017003","1","04","2",7,"8","2","1","1"
"1406017005","1","01","2",70,"4","2","1","2"
"1406017005","1","02","1",47,"8","2","1","2"
"1406017005","1","03","2",30,"8","2","1","2"
"1406017005","1","04","2",41,"8","2","2","2"
"1406017005","1","05","2",43,"8","2","1","2"
"1406017005","1","06","1",26,"8","2","2","2"
"1406017005","1","07","1",23,"8","2","1","2"
"1406017005","1","08","2",22,"8","2","1","2"
"1406017005","1","09","2",18,"8","2","1","2"
"1406017005","1","10","1",7,"8","2","1","1"
"1406017006","1","01","1",49,"8","2","1","2"
"1406017006","1","02","2",45,"8","2","1","2"
"1406017006","1","03","1",31,"8","2","1","2"
"1406017006","1","04","2",29,"8","2","1","2"
"1406017006","1","05","2",32,"8","2","1","2"
"1406017006","1","06","1",9,"8","2","1","1"
"1406017006","1","07","1",6,"8","2","2","1"
"1406017006","1","08","2",5,"8","2","2","1"
"1406017006","1","09","1",4,"8","2","2","1"
"1406017006","1","10","1",3,"8","2","2","2"
"1406017006","1","11","2",2,"8","","",""
"1406238802","1","01","2",41,"8","2","1","2"
"1406238802","1","02","2",20,"8","2","1","1"
"1406238802","1","03","2",11,"8","2","2","1"
"1406238802","1","04","1",3,"8","2","2","2"
"1406238805","1","01","1",47,"8","2","1","2"
"1406238805","1","02","2",47,"8","2","1","2"
"1406238805","1","03","1",12,"8","2","1","1"
"1406238806","1","01","1",48,"1","2","1","2"
"1406238806","1","02","2",40,"1","2","1","2"
"1406238806","1","03","1",10,"8","2","1","1"
"1406238806","1","04","1",4,"8","2","2","1"
"1406263401","1","01","1",85,"8","2","1","2"
"1406263401","1","02","2",73,"1","2","1","2"
"1406263401","1","03","1",38,"8","2","1","2"
"1406263401","1","04","2",37,"8","2","1","2"
"1406263401","1","05","1",14,"8","2","1","1"
"1406263401","1","06","2",11,"8","2","1","1"
"1406263401","1","07","1",8,"8","2","1","1"
"1406263403","1","01","2",31,"8","2","1","2"
"1406263403","1","02","1",6,"8","2","2","1"
"1406263403","1","03","2",33,"8","2","1","2"
"1406263405","1","01","1",48,"8","2","1","2"
"1406263405","1","02","2",45,"8","2","1","2"
"1406263405","1","03","2",22,"8","2","1","1"
"1406263405","1","04","1",21,"8","2","1","2"
"1406263405","1","05","2",17,"8","2","1","1"
"1406263406","1","01","1",49,"8","2","1","2"
"1406263406","1","02","2",52,"8","2","1","2"
"1406263406","1","03","2",19,"8","2","1","1"
"1406263406","1","04","1",10,"8","2","1","1"
"1406280001","1","01","2",69,"1","2","1","2"
"1406280001","1","02","1",34,"8","2","1","2"
"1406280001","1","03","2",32,"8","2","1","2"
"1406280001","1","04","1",8,"8","2","1","1"
"1406280001","1","05","1",5,"8","2","2","1"
"1406280001","1","06","2",0,"8","","",""
"1406280001","2","01","1",44,"8","2","1","2"
"1406280001","2","02","2",41,"1","2","1","2"
"1406280001","2","03","2",7,"8","2","1","1"
"1406280002","1","01","1",33,"8","2","1","2"
"1406280002","1","02","2",33,"8","2","1","2"
"1406280002","1","03","1",2,"8","","",""
"1406599501","1","01","2",24,"8","2","1","2"
"1406599501","1","02","1",16,"8","2","1","2"
"1406599501","1","03","2",15,"8","2","1","2"
"1406599501","1","04","1",7,"8","2","1","1"
"1406599501","1","05","1",5,"8","2","2","2"
"1406599501","1","06","1",40,"8","2","1","2"
"1406599502","1","01","1",23,"8","2","1","2"
"1406599502","1","02","2",20,"8","2","1","2"
"1406599502","1","03","1",3,"8","2","2","2"
"1406599503","1","01","1",47,"1","2","2","2"
"1406599503","1","02","2",41,"1","2","1","2"
"1406599503","1","03","2",21,"8","2","1","1"
"1406599503","1","04","1",22,"8","2","1","2"
"1406599503","1","05","1",18,"8","2","2","2"
"1406599503","1","06","2",14,"8","2","2","2"
"1406599503","1","07","1",2,"8","","",""
"1406599503","1","08","1",0,"8","","",""
"1406599503","1","09","1",68,"1","2","2","2"
"1406599503","2","01","1",65,"1","2","1","2"
"1406599503","2","02","2",46,"8","2","1","2"
"1406599503","2","03","2",22,"8","2","2","2"
"1406599503","2","04","2",19,"8","2","1","2"
"1406599503","2","05","1",17,"8","2","1","2"
"1406599503","2","06","2",15,"8","2","1","2"
"1406599503","2","07","1",13,"8","2","2","2"
"1406599503","2","08","2",10,"8","2","2","1"
"1406599503","2","09","1",4,"8","2","2","1"
"1406599504","1","01","2",51,"8","2","1","2"
"1406599504","1","02","2",20,"8","2","1","2"
"1406599504","1","03","1",18,"8","2","2","2"
"1406599504","1","04","1",16,"8","2","2","2"
"1406599504","1","05","2",13,"1","2","2","2"
"1406599504","1","06","1",4,"8","2","2","2"
"1406599505","1","01","1",34,"8","2","1","2"
"1406599505","1","02","2",28,"8","2","1","2"
"1406599505","1","03","1",12,"8","2","1","1"
"1406599505","1","04","2",11,"8","2","1","1"
"1406599505","1","05","2",8,"8","2","1","1"
"1406599505","1","06","1",3,"8","2","2","2"
"1406599506","1","01","1",46,"8","2","1","2"
"1406599506","1","02","2",35,"8","2","1","2"
"1406599506","1","03","2",15,"8","2","1","1"
"1406599506","1","04","2",4,"8","2","2","1"
"1406599506","1","05","2",2,"8","","",""
"1406607201","1","01","1",54,"8","2","1","2"
"1406607201","1","02","2",55,"1","2","1","2"
"1406607202","1","01","2",53,"8","2","1","2"
"1406607202","1","02","1",53,"8","2","1","2"
"1406607202","1","03","1",30,"8","2","1","2"
"1406607202","1","04","2",31,"8","2","1","2"
"1406607202","1","05","2",11,"8","2","1","1"
"1406607202","1","06","2",5,"8","2","2","1"
"1406607202","1","07","1",9,"8","2","1","1"
"1406607202","1","08","1",22,"8","2","1","2"
"1406607203","1","01","1",44,"8","2","1","2"
"1406607203","1","02","2",42,"8","2","1","2"
"1406607203","1","03","2",21,"8","2","1","1"
"1406607203","1","04","1",19,"8","2","1","2"
"1406607203","1","05","2",18,"8","2","1","2"
"1406607203","1","06","1",17,"8","2","1","1"
"1406607205","1","01","1",47,"8","2","1","2"
"1406607205","1","02","2",47,"8","2","1","2"
"1406607205","1","03","1",19,"8","2","1","2"
"1406607205","1","04","2",15,"8","2","1","1"
"1406607205","1","05","2",12,"8","2","1","1"
"1406639601","1","01","2",80,"1","2","1","2"
"1406639602","1","01","1",50,"8","2","1","2"
"1406639602","1","02","2",32,"8","2","1","2"
"1406639602","1","03","1",11,"8","2","1","1"
"1406639603","1","01","1",54,"8","2","1","2"
"1406639603","1","02","2",53,"8","2","1","2"
"1406639603","1","03","2",31,"8","2","1","1"
"1406639603","1","04","1",21,"8","2","1","2"
"1406639604","1","01","1",45,"8","2","1","2"
"1406639604","1","02","2",27,"8","2","1","2"
"1406639604","1","03","2",5,"8","2","2","1"
"1406639604","1","04","1",4,"8","2","2","1"
"1406639604","1","05","1",2,"8","","",""
"1406639605","1","01","2",75,"8","2","1","2"
"1406639605","1","02","1",31,"8","2","1","2"
"1406639606","1","01","1",55,"8","2","1","2"
"1406639606","1","02","2",47,"1","2","1","2"
"1406639606","1","03","1",23,"8","2","1","2"
"1406639606","1","04","1",24,"8","2","1","2"
"1406672701","1","01","1",58,"8","2","1","2"
"1406672701","1","02","2",56,"8","2","1","2"
"1406672701","1","03","1",28,"8","2","1","2"
"1406672701","1","04","2",24,"8","2","1","2"
"1406672701","1","05","1",6,"8","2","2","1"
"1406672702","1","01","1",67,"8","2","1","2"
"1406672702","1","02","2",60,"8","2","1","2"
"1406672704","1","01","2",64,"8","2","2","2"
"1406672704","1","02","1",42,"7","2","2","2"
"1406672704","1","03","1",34,"8","2","1","2"
"1406672704","1","04","2",25,"8","2","1","2"
"1406672704","1","05","2",0,"8","","",""
"1406672705","1","01","1",35,"8","2","1","2"
"1406672705","1","02","2",34,"8","2","1","2"
"1406672705","1","03","2",13,"8","2","1","1"
"1406672705","1","04","1",6,"8","2","1","1"
"1406672706","1","01","2",29,"8","2","1","2"
"1406672706","1","02","1",24,"8","2","2","2"
"1406672706","1","03","2",12,"8","2","1","1"
"1406672706","1","04","2",9,"8","2","1","1"
"1406672706","1","05","1",3,"8","2","2","2"
"1406672706","1","06","2",1,"8","","",""
"1406720501","1","01","1",81,"4","2","1","2"
"1406720501","1","02","2",76,"2","2","1","2"
"1406720501","1","03","1",35,"8","2","1","2"
"1406720501","1","04","2",36,"8","2","1","2"
"1406720501","1","05","2",15,"8","2","1","1"
"1406720501","1","06","2",11,"8","2","1","1"
"1406720501","1","07","2",0,"8","","",""
"1406720503","1","01","1",45,"8","2","1","2"
"1406720503","1","02","2",48,"8","2","1","2"
"1406720503","1","03","1",23,"8","2","1","2"
"1406720503","1","04","2",16,"8","2","1","2"
"1406720503","1","05","1",18,"8","2","1","2"
"1406720504","1","01","2",62,"8","2","1","2"
"1406720504","1","02","1",40,"8","2","1","2"
"1406720504","1","03","1",34,"8","2","1","2"
"1406720504","1","04","2",29,"8","2","1","2"
"1406720505","1","01","1",53,"8","2","1","2"
"1406720505","1","02","2",50,"8","2","1","2"
"1406720505","1","03","1",29,"8","2","1","2"
"1406720505","1","04","1",27,"8","2","1","2"
"1406720505","1","05","2",21,"8","2","1","1"
"1406746605","1","01","1",45,"8","2","1","2"
"1406746605","1","02","2",44,"8","2","1","2"
"1406746605","1","03","1",22,"8","2","1","2"
"1406746605","1","04","2",17,"8","2","1","2"
"1406746605","1","05","2",23,"8","2","1","2"
"1406746605","1","06","2",4,"8","2","2","1"
"1406746605","1","07","1",2,"8","","",""
